"","filename","taxon","group","type","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26"
"11","Phocoena-phocoena_NHMUK1934.51_2.pts","Phocoena_phocoena","Phocoena_phocoena","living",-0.0183574441009111,-0.000177325622454443,0.0218234289578515,0.0391320367466202,0.0519139806300496,-0.0143327894664851,0.0236170280314114,-0.0174157541176726,-0.007760123961593,0.00214324459274317,-0.00593155658617942,-0.00732164913180823,0.00397740236101843,-0.00604667804016926,0.00833886664748831,-0.00501976658759614,-0.0197775759883802,-0.00132959758134187,0.0134807626615062,0.0125394457918105,-0.00369318021528979,0.0108164642430096,0.00114494284752997,0.0130750988454141,0.0105133865048855,0.0199788205571045
"12","Phocoena-phocoena_NHMUK1965.3.30.1_2.pts","Phocoena_phocoena","Phocoena_phocoena","living",-0.00894707896631803,0.0275861380028895,0.0266098272990872,0.0437164739974935,0.0508692036581212,-0.0210901390154159,0.0155435702316743,-0.0172265728691682,0.00916426697443909,-0.00257663405079575,0.02479663084495,0.00967751063888845,0.0183707910495774,-0.0115004879444958,-0.00538981472651288,0.0444777198069475,-0.026198992328933,-0.010121908389017,-0.00479665285035956,-0.0111514561225402,-0.00404664054863637,-0.00661613052670749,-0.00836688106593948,0.00810955587274643,-0.00811182448395107,-0.0063579665319645
"13","Phocoena-phocoena_NHMUK1992.263_3.pts","Phocoena_phocoena","Phocoena_phocoena","living",0.189187010674791,0.0787534768328045,-0.0663058468548879,-0.097642554448932,-0.0117572201531899,0.00891173780811454,0.0154394440287265,-0.0409893720799945,-0.018003787528981,-0.013242133398435,0.0256154460222643,-0.00435862789370862,-0.00623753037205008,0.00305097290871774,-0.0292589812223205,-0.00408280284064062,0.000789624589824371,0.0119429403863415,0.0093185284306411,0.000203216660916652,-0.0114519532888828,-0.0102048903932175,-0.00449124938067743,0.00125879006020128,-0.00116007326894928,0.00363350062627007
"14","Phocoena-phocoena_NHMUK365B_2.pts","Phocoena_phocoena","Phocoena_phocoena","living",-0.0349555324671778,0.138390577409953,-0.0168709395889197,-0.0271508335571376,0.0511002344747857,0.0249726671235184,-0.00343665599559569,0.00445131215509541,0.00967539661554146,0.0383856660809901,-0.000647444275502867,-0.00323896984473972,-0.00491205496808394,0.0165298858475052,0.0237092041753484,-0.0164530828938334,0.00384551958088349,-0.0251313109702673,0.00672911363342473,-0.013622564589985,-0.00274966955747796,-0.00114844611310754,0.0136455167311576,0.00216348857248143,-0.00301956009072101,-0.0023911180414294
"15","Phocoena-phocoena_NHMUK365I_2.pts","Phocoena_phocoena","Phocoena_phocoena","living",-0.0433008712871313,0.0194793847076252,0.03494157843846,0.0135458752816008,0.0125902711920946,-0.00341375212688432,0.00939449594346904,0.00614435909835403,0.00676366102626311,0.00945041016871326,0.00597981368498057,-0.00996227036941845,-0.0153395700997131,-0.00454682061266827,-0.0162228373574733,-0.00809265686190575,-0.0198983870048505,0.00685538884691657,0.0186355194681554,0.0228832863759762,0.0122928076473842,0.00912172462853948,0.00472544651671236,-0.0146705929327956,-0.0169023311882906,-0.00467051602692386
"16","Phocoena-phocoena_NHMUKSW1926.29_2_reverse.pts","Phocoena_phocoena","Phocoena_phocoena","living",0.0141529534465894,-0.0176198789963298,0.0369141007698193,0.0210999745380678,-0.038858392239486,-0.00277793801554843,-0.0376258767971211,0.0383085902414683,0.0113092370556868,-0.00165688742145525,0.0368129551641879,0.000493676514003406,0.00684769101545355,0.0242849715903497,-0.00360993186307052,-0.0190189652793285,0.0137881303127796,-0.00566067356852066,-0.000742189442929702,0.00697931260551619,0.00731004570495417,-0.0065457363375021,-0.0131379354617025,0.0200285184818338,-0.010398044962313,0.00486824657403669
"17","Phocoena-phocoena_NHMUKSW1934.14_2.pts","Phocoena_phocoena","Phocoena_phocoena","living",0.0397596442591629,0.0124066736154101,0.0201730649931964,-0.000195023495323727,0.00855880336884635,-0.0110801258474854,-0.0182436904283312,-0.00169346866534983,0.0185662739853918,-0.0165279821115778,0.00444459676534729,-0.00603402945148338,0.0337425156638358,-0.00223568227178153,0.0141291197087073,-0.0187310601176565,0.00364573901066729,0.00126562945485641,0.014414859277221,0.00521142706601148,-0.0155538714617291,0.0153729257233427,-0.0161717535786654,-0.00486686991409243,0.010087863876205,-0.0140955902703312
"18","Phocoena-phocoena_NHMUKSW1934.31_2.pts","Phocoena_phocoena","Phocoena_phocoena","living",0.00274698849839983,-0.109187930655932,-0.0757340881597649,-0.0354940400884463,0.0353815039116082,-0.0510637006068557,0.010613668321068,-0.00616914668387269,0.0521441545078107,-0.00113132588586255,0.0249142400075533,-0.0266397725445582,-0.00678899659007102,0.00521239345708562,-0.0114159887230771,-0.0100641870735549,-0.0059709220074971,-0.000805005510755629,-0.00904725638515091,-0.00934833405853111,0.0102876821247594,0.007169706129096,0.0114856028714146,0.00402652808326988,0.00523819257283905,-0.0037617484294765
"19","Phocoena-phocoena_NHMUKSW1934.32_2.pts","Phocoena_phocoena","Phocoena_phocoena","living",0.0545025418818046,-0.00564255127123,0.0264590720722079,0.00961489373994262,-0.0058944702840732,0.0156337934086079,-0.00287203412681587,0.0164149393958239,-0.0237176401365194,-0.0166942018044939,-0.00248951705703964,0.00685749425516613,0.0141071749948827,0.00093688596276322,-0.0160415505010584,0.00416255471730972,-0.000740519532940821,-0.0131701241642648,0.0197933792663416,-0.0074904917105643,0.0299341193984699,-0.014800236051508,0.0038140799672938,-0.00433650031597336,0.0147734984143406,-0.00290842910877577
"20","Phocoena-phocoena_NHMUKSW1937.24_2.pts","Phocoena_phocoena","Phocoena_phocoena","living",0.189386164392423,-0.091947424588632,-0.0403147976599599,-0.0820445678071685,0.0470333488220662,-0.00518993165933584,-0.0302656448079191,0.0142621355528116,-0.0271124398615825,0.029606856974001,-0.0181126837070156,0.0224533437436403,-0.00225890746631107,-0.0017666590028884,0.0157454530812559,0.0198086889565513,0.00445288604268851,-0.0130374317358016,-0.00296671710171547,0.014776362170681,0.00385679327926344,0.00820773198647357,-0.00469498418958955,-0.000308941326181264,-0.0031436640498211,-0.000535912443078721
"21","Phocoena-phocoena_NMB10131_reverse.pts","Phocoena_phocoena","Phocoena_phocoena","living",0.0366031823101243,-0.0223691806905464,0.0137777925147113,0.0046666667322265,0.020306025620359,0.0120721996982737,0.00309730200183836,-0.00287205937400602,0.0297416933148037,-0.05850441260574,-0.0149631009310762,-0.00302858704031415,0.0151865052274248,0.00487441800130191,0.0123447564502912,0.0217066616177978,0.0326593748066971,0.00121064905997361,0.00952073052086338,0.00225010151213497,-0.00602426098852625,-0.00183359291634708,0.0173581951742742,-0.00303633795805187,-0.00919695789160996,0.00524520773253875
"22","Phocoena-phocoena_NMVC27654_2.pts","Phocoena_phocoena","Phocoena_phocoena","living",0.0533261510106058,-0.0653846646484092,-0.045144989193996,0.0803152900581126,0.000267828107924679,0.0354198000237585,0.0764248360332342,0.0260912963268454,-0.0346433685016791,-0.00572454959797898,0.000697604428115641,-0.0234498108523648,-0.00990041893307207,0.0238078688870834,0.00611098841766996,-0.00488401741805356,-0.000916507888452844,-0.0122881191009939,-0.00666927472553454,0.0044301748959471,-0.0120172581348934,-0.00789265036183998,-0.0048872994324632,-0.00623655045965252,-0.00032685133531998,-0.00361270787919332
"23","pphocadL.pts","Phocoena_phocoena","Phocoena_phocoena","living",-0.00622558318381905,0.0882669114517251,-0.0086883959132393,-0.0278984648616846,0.0466608334052701,0.0628278168934581,0.0135957648249864,0.0164823804836648,0.0185980229695645,-0.0279324946146615,-0.0152206928177102,0.000619258252520442,-0.0044602580139489,0.00907800864143069,0.0131553067784593,0.00262362657142786,-0.0082164631337737,0.0220120966282424,-0.0250009779419973,0.00756858768891305,0.017821282180723,0.00336761328607788,-0.00900510267568621,0.00230445410632646,0.00408324254807701,-0.00104369089622038
"24","psinusR_reverse.pts","Phocoena_sinus","Phocoenidae","living",-0.102766413216511,-0.0183402522809108,0.00437509643850436,-0.00829176092739833,-0.0472425998199909,-0.00363049989138488,-0.0515188783098666,-0.0552186958463326,-0.0315403719032275,-0.0243343001632017,-0.0290937028821463,-0.00216406375911783,0.0079091325563808,0.0382930975336355,-0.00726001733072728,-0.0026871844490079,-0.0233185620252133,-0.00837496045013682,-0.0106813469243141,0.00177019359440026,-0.00276462057861551,0.00464856371392999,0.0075047492858819,0.00171197710796599,-0.0017229603184318,-0.00271882719464572
"25","Salumiphocoena_reverse.pts","Salumiphocaena_stocktoni","Phocoenidae","fossil",-0.0483957311102368,-0.00252614053239325,0.00448919431987988,0.0257346079422289,-0.00966271765337785,-0.01064025810955,-0.00200812283753172,-0.0359840893964977,-0.00101439927503257,-0.000796660512832911,-0.0362531286356694,-0.0154046695718843,-0.047826526049128,-0.0191792358028737,0.00352124358208858,0.00516929417248554,0.0196254258895992,0.00151243732503507,0.0103088576513958,0.000597129254980067,0.00302331260922495,-0.0044675718491889,-0.00810101146313638,0.0173986865248682,0.000819357385038699,-0.00958849083732797
"26","Semirostrum_reverse.pts","Semirostrum_cerutti","Phocoenidae","fossil",0.0169890466912646,0.000693489317426405,0.012830107352215,0.0414390130449966,0.00409318148533995,0.0224889052807933,0.0136908824632865,-0.0387402909874538,-0.0317049649821132,0.0237388979860733,0.000644422326907826,-0.0125079397334907,0.023991697278818,-0.0137373606975589,-0.0156673354158277,-0.00653941182436966,0.0282327239979518,0.00305968373946076,-0.0111815121869494,-0.016735378167001,0.0120463440715649,0.0213761132091309,-0.00453790384395792,-0.00375394733889874,-0.00636863031463826,0.00376817815851163
"27","ucmp128285_reverse.pts","Phocoenidae_spp","Phocoenidae","fossil",-0.0412887608178929,-0.0347178026465007,0.0405085502233104,-0.0697055203916077,-0.0995371192134227,0.0613665716819477,-0.00563203602383045,0.0226686929466633,0.00354388146437104,0.0216311521942772,0.0108328912704948,-0.0378882807233812,0.00145197445840743,-0.00975091490788803,0.0171075291870564,0.0255998379710858,-0.0125253148792415,0.00708716760091755,0.00613400933159109,-0.00835186585142397,-0.00375839842633621,0.00433221886885382,0.00203058700228062,0.000785576966020005,0.00194447019986689,0.00228102620609165
